,LPS,NACE (DELETE!),GNFR,E-PRTR/PRTR Facility ID,Height class (TODO),Longitude,Latitude,NOx (as NO2) [kt],NMVOC [kt],SOx (as SO2) [kt],NH3 [kt],PM2.5 [kt],PM10 [kt],CO [kt],Pb [t],Cd [t],Hg [t],PCDD/ PCDF (dioxins/ furans) [g I-Teq],PAHs [t],HCB [kg],PCBs [kg]
834,Pilkington Deutschland AG Pilkington Deutschland AG,2311: Manufacture of flat glass,B_Industry,06-09-374-0012-0001,,12.0764508943152,49.6200869858162,0.844,0.572,,,,,,,,,,,,
835,"Plate, Maik",146: Raising of swine/pigs,,03-90-45801434610,,8.45900433410636,52.8344425567216,,,,0.0113,,,,,,,,,,
836,Pohle Agrar GbR,147: Raising of poultry,,16-76-00030240000,,12.373728750718,50.9593071090339,,,,0.0221,,,,,,,,,,
837,"Pohlmann, Marion",146: Raising of swine/pigs,,06-05-566-0381939,,7.51944379008365,52.1927865635649,,,,0.0107,,,,,,,,,,
838,Portland-Zementwerke Seibel & Söhne GmbH & Co. KG,2351: Manufacture of cement,3.c.iii,06-05-900-0014503,,8.35070293615932,51.5985497007435,0.884,0.678,,,,,11.6,,,,,,,
839,"Portlandzementwerk "" Wotan"",, H. Schneider KG",2351: Manufacture of cement,3.c.i,07-03-4081550,,6.76682813650854,50.3339900588749,0.11,,,,,,0.508,,,,,,,
840,Portlandzementwerk -Wittekind- Hugo Miebach Söhne KG,2351: Manufacture of cement,3.c.i,06-05-900-0014855,,8.33490652032346,51.5946847448108,0.238,,,0.0687,,,9.69,,,0.0327,,,,
841,Power Oil Rostock GmbH,1041: Manufacture of oils and fats,B_Industry,13-30-814,,12.1205502192116,54.1505730099437,,,0.439,,,,,,,,,,,
842,PreZero Energy GmbH (vormals) Energie Anlage Bernburg GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,12290,,11.7589648111472,51.800498783476,0.602,,,,,,,,,,,,,
843,"Preut, Anne",146: Raising of swine/pigs,,03-85-45300723890,,7.85656020401854,52.9871796946319,,,,0.0115,,,,,,,,,,
844,Priesmeier GbR,147: Raising of poultry,,06-05-770-0392097,,8.43283771856755,52.4307725628737,,,,0.0214,,,,,,,,,,
845,Prignitzer Landschwein GmbH & Co. KG,146: Raising of swine/pigs,,12-10700030000,,12.0632072401345,53.1654228831454,,,,0.0112,,,,,,,,,,
846,Prinovis GmbH & Co. KG Betrieb Nürnberg,1812: Other printing,E_Solvents,06-09-564-0555-0001,,11.134000748457,49.4076366310689,,,0.596,,,,,,,,,,,
847,ProSchwein GmbH & Co. KG,146: Raising of swine/pigs,,13-30-155,,11.6864694966019,54.0328292969435,,,,0.0141,,,,,,,,,,
848,Progroup Power 1 GmbH,3511: Production of electricity,J_Waste,12-30671866000,,14.6405265190963,52.1725777886869,0.544,,,,,,,,,,,,,
849,Pruna Betreiber GmbH vertreten durch die KBS GmbH Werk Schwelgern,1910: Manufacture of coke oven products,B_Industry,06-05-100-0990890,,6.72887981147172,51.5009912821686,1.78,0.533,,,,,0.633,,,,,,,
850,"Putenmast Fladder GbR Kurmann, Josef",147: Raising of poultry,,03-85-45300269850,,7.97002413990014,53.0181798905889,,,,0.0121,,,,,,,,,,
851,"Quickhof GmbH & Co.KG, SMA Lonnewitz",146: Raising of swine/pigs,,14-82-58219810000,,13.1518562336835,51.2909185239447,,,,0.0297,,,,,,,,,,
852,R.D.M. Arnsberg GmbH,1712: Manufacture of paper and paperboard,B_Industry,06-05-900-0001413,,8.07386488112,51.3911348640361,0.528,0.5429999999999999,,,,,,,,,,,,
853,RAG Anthrazit Ibbenbüren GmbH,510: Mining of hard coal,D_Fugitive,06-05-800-4101019,,7.74154514965424,52.2871551275293,,,,,,,,,,,,,,
854,RAG Bergwerk Saar,510: Mining of hard coal,D_Fugitive,06-10-0061703,,6.77871270320716,49.3197376876614,,,,,,,,,,,,,,
855,RAG DSK AG Bergwerk Auguste Victoria,510: Mining of hard coal,D_Fugitive,06-05-800-4581013,,7.11051134855782,51.6861952566415,,,,,,,,,,,,,,
856,RAG DSK AG Bergwerk Prosper Haniel,510: Mining of hard coal,D_Fugitive,06-05-800-8000007,,6.88294689882669,51.6021863156851,,,,,,,,,,,,,,
857,RAG SB BT / WH Amalie Wasserhaltung Amalie,510: Mining of hard coal,D_Fugitive,06-05-800-8000010,,6.98515253359257,51.4678597536271,,,,,,,,,,,,,,
858,RAG SB BT / WH Carolinenglück Wasserhaltung Carolinenglück,510: Mining of hard coal,D_Fugitive,06-05-800-9968102,,7.18235011381145,51.4928727354304,,,,,,,,,,,,,,
859,RAG SB BT / WH Concordia Wasserhaltung Concordia,510: Mining of hard coal,D_Fugitive,06-05-800-8000011,,6.83931331023999,51.4735628817577,,,,,,,,,,,,,,
860,RAG SB BT / WH Fürst Leopold Wasserhaltung Fürst Leopold,510: Mining of hard coal,D_Fugitive,06-05-800-9981805,,6.98237300850598,51.6728406907146,,,,,,,,,,,,,,
861,RAG SB BT / WH Haus Aden Wasserhaltung Haus Aden,510: Mining of hard coal,D_Fugitive,06-05-800-8000001,,7.76218332855347,51.6523209891213,,,,,,,,,,,,,,
862,RAG SB BT / WH Heinrich Wasserhaltung Heinrich,510: Mining of hard coal,D_Fugitive,06-05-800-8000008,,7.07415784775744,51.4170258552354,,,,,,,,,,,,,,
863,RAG SB BT / WH Robert Müser Wasserhaltung Robert Müser,510: Mining of hard coal,D_Fugitive,06-05-800-9968100,,7.29956473610033,51.48683454161,,,,,,,,,,,,,,
864,RAG SB BT / WH Zollverein Wasserhaltung Zollverein,510: Mining of hard coal,D_Fugitive,06-05-800-8000009,,7.0440628539984,51.4865556113876,,,,,,,,,,,,,,
865,RAG Wasserhaltung Reden,510: Mining of hard coal,D_Fugitive,06-10-00109123,,7.1145392280023,49.3509938680028,,,,,,,,,,,,,,
866,RBB RMHKW Böblingen,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-08-8683034,,9.06184217975464,48.6933076116144,,,,,,,,,,,,,,
867,REMONDIS Thermische Abfallverwertung GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,12449,,11.5762955802881,51.8666457567654,0.254,,,,,,,,,,,,,
868,RF360 Europe GmbH,2611: Manufacture of electronic components,E_Solvents,06-09-162-9003-0001,,11.6083108088602,48.1216956482114,,,,,,,,,,,,,,
869,RKB Raffinerie-Kraftwerks Betriebs GmbH,3511: Production of electricity,A_PublicPower,15985,,12.0000627886805,51.2971340669027,0.434,0.674,,,,,,,,,,,,
870,ROCKWOOL Operations GmbH & Co. KG,2399: Manufacture of other non-metallic mineral products n.e.c.,B_Industry,06-09-185-0402-0001,,11.242453031048,48.744666572131,,0.662,0.264,0.278,,,,,,,,,,
871,ROCKWOOL Operations GmbH & Co. KG,2399: Manufacture of other non-metallic mineral products n.e.c.,B_Industry,06-05-500-0078684,,6.96588595766875,51.5655774270107,0.122,0.409,0.168,0.166,,,,,,,,,,
872,ROGESA Roheisengesellschaft Saar mbH,2410: Manufacture of basic iron and steel and of ferro-alloys,B_Industry,06-10-0078669,,6.74365260267513,49.3521369867354,6.44,12.72,,,,2.28,9.44,,0.055600000000000004,0.3508,1.856,,,
873,ROMONTA  Amsdorf,1920: Manufacture of refined petroleum products,B_Industry,18037,,11.7179066686174,51.4616142967967,0.9630000000000001,3.51,,,,,,,,0.0405,,,,
874,ROMONTA Reststoffverwertungsgesellschaft mbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,18931,,11.7172394294667,51.46177367647,0.153,,,,,,,,,,,,,
875,RWE Generation SE Kraftwerk Ibbenbüren,3511: Production of electricity,A_PublicPower,06-05-500-0338944,,7.74788973313566,52.2888499537391,2.03,1.06,,,,,,,,0.0322,,,,
876,RWE Generation SE Kraftwerk Werne Gersteinwerk,3511: Production of electricity,A_PublicPower,06-05-900-0865327,,7.71681671194611,51.6734777453364,1.466,1.146,,,,,,,,,,,,
877,RWE Generation SE Kraftwerk Westfalen,3511: Production of electricity,A_PublicPower,06-05-900-0079017,,7.9699155216808,51.6826061037297,3.96,2.12,,,,,,,,,,,,
878,RWE Generation SE Kraftwerke Region West; GuD-Anlage,3511: Production of electricity,A_PublicPower,06-05-300-9002708,,6.82762553982471,51.0805209507785,0.378,,,,,,,,,,,,,
879,RWE Generation SE MHKW Karnap,3821: Treatment and disposal of non-hazardous waste,J_Waste,06-05-100-0204710,,7.00026324822555,51.5154305113767,0.834,,,,,,,,,,,,,
880,"RWE Generation SE, Region Kundenkraftwerke HKW Dortmund",3530: Steam and air conditioning supply,A_PublicPower,06-05-900-0888950,,7.47848742181048,51.5201457650729,,,,,,,,,,,,,,
881,RWE Power AG,3511: Production of electricity,A_PublicPower,06-05-300-0877384,,6.31457811541503,50.8331620519569,11.5,2.69,,,,0.275,8.61,,,0.266,,,,
882,RWE Power AG - Kraftwerk Neurath,3511: Production of electricity,A_PublicPower,06-05-100-0248923,,6.59920108489932,51.0372235082785,21.6,6.13,,,,0.489,5.79,0.563,0.0132,0.488,,,,
883,RWE Power AG Kraftwerk Niederaußem,3511: Production of electricity,A_PublicPower,06-05-300-0326774,,6.66658162215303,50.9709268242651,52.199999999999996,31.200000000000003,,,,1.1400000000000001,17.04,,0.0498,1.3800000000000001,,,,
884,RWE Power AG Veredlungsstandort Knapsacker Hügel,520: Mining of lignite,D_Fugitive,06-05-800-0009877,,6.83300800187363,50.8635987964137,3.3600000000000003,1.6620000000000001,,,,0.30300000000000005,,,,0.1272,,,,
885,RWE Power AG-Fabrik Fortuna Nord,520: Mining of lignite,1.e,06-05-800-0197043,,6.65805487010809,50.9869454451972,0.58,1.542,,,,0.254,,,,0.0286,,,,
886,RWE Power AG-Fabrik Frechen,520: Mining of lignite,D_Fugitive,06-05-800-0197054,,6.79105559273712,50.8942461915962,2.094,1.278,,,,0.44099999999999995,,,,0.0498,,,,
887,"RWS Agrarveredelung GmbH & Co. KG Uchtmann, Thomas",147: Raising of poultry,,03-85-45300268620,,7.95422521055086,53.0340708342671,,,,0.0114,,,,,,,,,,
888,"RWS Agrarveredelung GmbH und Co. KG Uchtmann, Thomas",147: Raising of poultry,,03-85-45300862540,,8.04474883461987,52.9253274640039,,,,0.0105,,,,,,,,,,
889,Radici Chimica Deutschland GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,15794,,12.1919447789155,51.0671040521283,,,,,,,,,,,,,,
890,Raffinerie Heide GmbH,1920: Manufacture of refined petroleum products,B_Industry,01-10-51048040567,,9.07977443187904,54.1608312087666,3.3600000000000003,6.300000000000001,0.66,,,,,,0.063,,,,,
891,Rainer Bittner Schweinemast Döcklitz -,146: Raising of swine/pigs,,15815,,11.5880163475427,51.4037294879698,,,,0.0135,,,,,,,,,,
892,Ralf Müller,146: Raising of swine/pigs,,03-65-25103942110,,8.93872894279636,52.830589183404,,,,0.0105,,,,,,,,,,
893,Ralf Nolte,146: Raising of swine/pigs,,03-65-25103900970,,8.93449706692702,52.8711662437804,,,,0.0182,,,,,,,,,,
894,Ralf Schmidt,146: Raising of swine/pigs,,01-40-59080211896,,9.74218061050043,54.6075723826227,,,,0.0109,,,,,,,,,,
895,Rauch Spanplattenwerk GmbH,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,06-09-575-0030-0001,,10.4436408108664,49.6382443469633,0.312,,,,,,,,,,,,,
896,Real Alloy Germany GmbH,2453: Casting of light metals,B_Industry,06-05-100-9000726,,6.61659445028047,51.0788173845985,,,,,,,3.57,,,,0.184,,,
897,Real Alloy Germany GmbH Werk Töging,2442: Aluminium production,B_Industry,06-09-171-0300-0T01,,12.5915369582986,48.2491046353006,0.192,,,,,,0.845,,,,,,,
898,Rehau AG & Co. Kunststoffverarbeitung,"2221: Manufacture of plastic plates, sheets, tubes and profiles",E_Solvents,03-09-09275125740,,8.30018545183235,52.8205413064413,,,0.11,,,,,,,,,,,
899,Reinink Gerhard,147: Raising of poultry,,03-88-45600203890,,6.81936710439554,52.6453597710926,,,,0.0106,,,,,,,,,,
900,"Reinke, Georg",146: Raising of swine/pigs,,03-85-45300513560,,8.1523359697222,52.8899685914092,,,,0.0106,,,,,,,,,,
901,"Reinken, Alfred",146: Raising of swine/pigs,,06-05-962-9078342,,7.87830156603771,51.3619905704582,,,,0.0124,,,,,,,,,,
902,RemPig GmbH & Co Agrar KG,146: Raising of swine/pigs,,16-86-73296930000,,11.2186660210573,50.7632692092725,,,,0.013,,,,,,,,,,
903,Remondis Electrorecycling GmbH,3822: Treatment and disposal of hazardous waste,J_Waste,06-05-900-9140506,,7.46722875287545,51.6175661793033,,,,,,,,,,,,,,
904,Remondis Production GmbH,3511: Production of electricity,A_PublicPower,06-05-900-9103527,,7.46910405320136,51.6219339204941,,,,0.0408,,,,,,,,,,
905,Rhein-Main Deponie GmbH,3821: Treatment and disposal of non-hazardous waste,5.d,06-50820010436,,8.37812215780589,50.0227282807925,,,,,,,,,,,,,,
906,RheinEnergie AG (GuD-Heizkraftwerk Niehl),3511: Production of electricity,A_PublicPower,06-05-300-0370387,,6.9907748243318,50.9741136426043,0.351,,,,,,,,,,,,,
907,RheinEnergie AG (Heizkraftwerk Merkenich),3511: Production of electricity,A_PublicPower,06-05-300-0923949,,6.96336619430629,51.0167725147,0.36,0.172,,,,,,,,0.0125,,,,
908,Rheinfelden Alloys GmbH & Co. KG,2442: Aluminium production,B_Industry,06-08-50901056,,7.79880813659526,47.5670813686152,,,,,,,,,,,,,,
909,Rheinhafen-Dampfkraftwerk Karlsruhe,3511: Production of electricity,A_PublicPower,06-08-2797933,,8.30421122943681,49.014303174043,3.62,3.58,,,,,,,,0.0658,,,,
910,Rheinkalk GmbH Kalkwerk Istein,2352: Manufacture of lime and plaster,3.c,06-08-4004094,,7.54364876119068,47.6609889923441,,,,,,,,,,,,,,
911,Rheinkalk GmbH Werk Flandersbach,2352: Manufacture of lime and plaster,3.c.ii,06-05-100-0238246,,7.02249287903466,51.2800362227478,6.550000000000001,1.51,,,,0.665,18.65,,,0.1205,,,,
912,Rheinkalk GmbH Werk Hönnetal,2352: Manufacture of lime and plaster,3.c.ii,06-05-900-0174739,,7.8416774941148,51.3977023691384,0.794,,,,,,3.84,,,,,,,
913,"Richter, Heinfried",146: Raising of swine/pigs,,06-05-974-0468550,,8.38878842700684,51.5265864168124,,,,0.0136,,,,,,,,,,
914,"Rickert-Schulte, Hubert",146: Raising of swine/pigs,,06-05-974-0242990,,8.31774667094938,51.6328549306599,,,,0.0101,,,,,,,,,,
915,Rietfort August,146: Raising of swine/pigs,,06-05-554-0104195,,6.88289770473272,52.0142756631101,,,,0.0125,,,,,,,,,,
916,"Rietfort, August",146: Raising of swine/pigs,,06-05-554-9970851,,6.87847057220671,52.0175951248226,,,,0.0168,,,,,,,,,,
917,"Rietmann, Achim",146: Raising of swine/pigs,,06-05-566-9981006,,7.5243655883093,52.3448640099879,,,,0.0113,,,,,,,,,,
918,"Rinder- u. Schweinemastanlage Streufdorf Agrar GmbH ""Am Straufhain""",146: Raising of swine/pigs,,16-80-42324103071,,10.6900157578466,50.3593812408307,,,,0.0111,,,,,,,,,,
919,Robert Bosch Lollar Guss GmbH,2451: Casting of iron,B_Industry,06-00001110531,,8.69819226412386,50.6514101579568,,,,,,,,,,,,,,
920,Robert Wocheslander,146: Raising of swine/pigs,,06-09-274-4101-0001,,12.1149695816557,48.7404741270057,,,,0.0104,,,,,,,,,,
921,Rochell-Riemann-Buthe GbR,146: Raising of swine/pigs,,06-05-762-9073254,,9.12963318229139,51.6480907672645,,,,0.0204,,,,,,,,,,
922,Rockwool Mineralwolle GmbH Flechtingen,2399: Manufacture of other non-metallic mineral products n.e.c.,B_Industry,15992,,11.253138287741,52.3496947753192,0.111,0.347,0.108,0.254,,,,,,,,,,
923,"Rohkamp GbR, Manjo",146: Raising of swine/pigs,,06-05-558-0210767,,7.10882987867731,51.8665386877308,,,,0.0236,,,,,,,,,,
924,"Rohlmann GbR, Mark und Heinz",149: Raising of other animals,,06-05-500-0284165,,7.74303945890726,51.935673471435,,,,0.0195,,,,,,,,,,
925,Rose Druck GmbH,1812: Other printing,E_Solvents,07-05-8549997,,8.16974578517198,49.2066120015422,,,0.117,,,,,,,,,,,
926,Rottwerk Pocking,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-09-275-0029-0001,,13.3302165584342,48.4187226028414,0.642,0.316,,,,,,,,,,,,
927,Ruhr Oel GmbH Werk Horst,1920: Manufacture of refined petroleum products,B_Industry,06-05-500-0073211,,7.03720284379517,51.5396069504629,2.7150000000000003,5.4,,,,,,,,,,,,
928,Ruhr Oel GmbH Werk Scholven,1920: Manufacture of refined petroleum products,B_Industry,06-05-500-0053929,,7.02890850572055,51.5960327512966,6.45,5.550000000000001,1.07,0.1885,,,,,,,,,,
929,RwF Reichertsweiler Ferkel GmbH,146: Raising of swine/pigs,,06-09-779-0146-0001,,10.6858578577038,48.7111803531541,,,,0.0193,,,,,,,,,,
930,"Rölver, Michael",146: Raising of swine/pigs,,06-05-566-0390616,,7.49919391847689,52.034099754301,,,,0.0101,,,,,,,,,,
931,Rüdiger Mikus,146: Raising of swine/pigs,,06-05-762-0220076,,9.15354748618608,51.6462546427349,,,,0.0107,,,,,,,,,,
932,Rügener Frischei GmbH,147: Raising of poultry,,13-60-14507,,13.2272634255506,54.4343989009759,,,,0.0109,,,,,,,,,,
933,Rütgers Germany GmbH,2014: Manufacture of other organic basic chemicals,B_Industry,06-05-500-9981505,,7.29834452685024,51.5744854413263,0.408,,,,,,,,,,,0.96,,
934,SAINT-GOBAIN GLASS Deutschland GmbH,2311: Manufacture of flat glass,B_Industry,06-08-2946424,,8.4748288479533,49.5235994232047,0.124,0.168,,,,,,,,,,,,
935,SAINT-GOBAIN ISOVER G+H AG,2314: Manufacture of glass fibres,B_Industry,06-08-3336379,,8.57724609500495,49.4832362347047,,,,0.0895,,,,,,,,,,
936,SCHOTT AG,"2319: Manufacture and processing of other glass, including technical glassware",B_Industry,03-07-07244467700,,9.73755710600202,51.9542166906857,0.12,,,,,,,,,,,,,
937,SCHOTT Technical Glass Solutions GmbH,2311: Manufacture of flat glass,B_Industry,16-72-00700820000,,11.5737394059916,50.9174767343128,0.13,,,,,,,,,,,,,
938,SCHWENK Zement KG,2351: Manufacture of cement,3.c,06-08-4650956,,9.73046874793038,48.3319862835618,0.976,,,0.172,,,1.086,,,0.051,,,,
939,SCHWENK Zement KG,2351: Manufacture of cement,3.c,12118,,11.7496465999851,51.8163752126315,0.565,0.549,,0.0804,,,1.17,,,0.025,,,,
940,"SCHWENK Zement KG, Werk Karlstadt",2351: Manufacture of cement,3.c.i,06-09-677-0012-0001,,9.76851045225578,49.9550048819747,1.3800000000000001,1.71,,0.35100000000000003,,,12.24,,,0.078,,,,
941,SHW Automotive GmbH,2451: Casting of iron,B_Industry,06-08-5237254,,8.83303859803393,48.0023598745803,,,,,,,10.1,,,,,,,
942,SKA AZV BREISGAUER BUCHT - KA FORCHHEIM,3700: Sewerage,J_Waste,06-08-905100000556,,7.70972711529039,48.1893149117314,,,,,,,,,,,,,,
943,SKW Stickstoffwerke Piesteritz GmbH,2015: Manufacture of fertilisers and nitrogen compounds,B_Industry,16574,,12.5751285471335,51.8785933698079,2.165,,,1.7100000000000002,,,,,,,,,,
944,SLR Giesserei GmbH,2451: Casting of iron,B_Industry,06-08-7193831,,8.64622481127531,49.2446755701016,,,,,,,,,,,,,,
945,SMA Bauda  Herr Engelmann,146: Raising of swine/pigs,,14-72-63792043509,,13.4721522435276,51.3306173322008,,,,0.0132,,,,,,,,,,
946,SMA Bieberach M. Steinborn,146: Raising of swine/pigs,,14-70-00075113511,,13.6495286965672,51.2788505693432,,,,0.0278,,,,,,,,,,
947,SMA Liega Lampertswalder Sachsenland Agrar ehem. Liegaer Fleischproduktion,146: Raising of swine/pigs,,14-72-63234903554,,13.7498276117661,51.3230566523874,,,,0.0174,,,,,,,,,,
948,SMA Streumen,146: Raising of swine/pigs,,14-72-63757783502,,13.372199383201,51.3509252402039,,,,0.0786,,,,,,,,,,
949,SMP Deutschland GmbH Neustadt,2932: Manufacture of other parts and accessories for motor vehicles,E_Solvents,06-09-273-0357-0001,,11.7113868627462,48.7648298672227,,,0.107,,,,,,,,,,,
950,SMS Besitz GmbH & Co KG,146: Raising of swine/pigs,,16578,,10.9260294262543,51.8739852142021,,,,0.0352,,,,,,,,,,
951,SMW GbR,146: Raising of swine/pigs,,03-57-15100702970,,10.5053329389199,52.7030937497999,,,,0.0112,,,,,,,,,,
952,SNU Schweinemast Nuthe-Urstromtal GmbH,146: Raising of swine/pigs,,12-50720001068,,12.9933357198323,52.1382242465141,,,,0.0218,,,,,,,,,,
953,SOLVAY Chemicals GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,16591,,11.7505878874227,51.8010998895414,1.665,,,1.055,,,36.349999999999994,,,,,,,
954,SPIESS-URANIA CHEMICALS GmbH,2013: Manufacture of other inorganic basic chemicals,B_Industry,06-02-B78402A006,,10.0297665042215,53.5186145535593,,,,,,,,,,,,,,
955,SPREEFA GmbH,146: Raising of swine/pigs,,16447,,12.0707038987239,52.0884832225819,,,,0.0484,,,,,,,,,,
956,"SPREEFA GmbH, Betrieb Wadelsdorf",146: Raising of swine/pigs,,12-40716080000,,14.488563535651,51.6030257448545,,,,0.014,,,,,,,,,,
957,SRD Deponie Radeburger Straße,3821: Treatment and disposal of non-hazardous waste,5.d,14-70-50141546185,,13.7411902698588,51.097725481799,,,,,,,,,,,,,,
958,SRS EcoTherm GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,03-10-10101772630,,7.35054156869658,52.3184679615628,0.22,,,,,,,,,,,,,
959,STEAG GmbH HKW Herne,3511: Production of electricity,A_PublicPower,06-05-900-0327252,,7.18745829017413,51.5507389418603,0.871,0.528,,,,,,,,0.0114,,,,
960,STEAG GmbH Heizkraftwerk Walsum,3511: Production of electricity,A_PublicPower,06-05-100-0365906,,6.71961908206988,51.5260017764916,2.42,1.82,,,,,,,0.014,0.0359,,,,
961,STENA TECHNOWORLD GmbH,3822: Treatment and disposal of hazardous waste,J_Waste,03-09-09092022620,,7.87201208173206,53.590737645534,,,,,,,,,,,,,,
962,STENA Technoworld GmbH,3900: Remediation activities and other waste management services,J_Waste,07-02-2374401,,7.32627105070069,49.6096175319456,,,,,,,,,,,,,,
963,"STENA Technoworld GmbH, Betriebsstätte Lauingen",3821: Treatment and disposal of non-hazardous waste,J_Waste,06-09-773-1010-0001,,10.4259735221564,48.575712291945,,,,,,,,,,,,,,
964,SUEZ Energie und Verwertung GmbH,3821: Treatment and disposal of non-hazardous waste,J_Waste,16556,,12.019452916434,51.181555468297,0.266,,,,,,,,,,,,,
965,SWISS KRONO GmbH,1621: Manufacture of veneer sheets and wood-based panels,B_Industry,12-10682800005,,12.3825757405173,53.1487399886756,1.715,,13.899999999999999,,,0.39449999999999996,,,,,,,,
966,SWK Stadtwerke Kaiserslautern Versorgungs-AG,3530: Steam and air conditioning supply,A_PublicPower,07-05-8030815,,7.76087239410964,49.4349680461842,0.116,,,,,,,,,,,,,
967,SWM Heizkraftwerk Nord,3530: Steam and air conditioning supply,A_PublicPower,06-09-100-0088-0001,,11.639772676882,48.1812003672677,4.26,,,,,,,,,0.030599999999999995,,,,
968,SWM Heizkraftwerk Süd,3530: Steam and air conditioning supply,A_PublicPower,06-09-100-0088-0005,,11.5556578861206,48.1141153155996,0.337,,,,,,,,,,,,,
969,SWN Stadtwerke Neumünster GmbH,3511: Production of electricity,J_Waste,01-50-04000082392,,9.99102497589076,54.0829600845936,0.573,,,,,,,,,,,,,
